OBJECTID,NAME,NAME_2,COUNTY,CITY,OWNER,MANAGEMENT,TYPE,SOURCE,ACRES,GlobalID,last_edited_date,Ownership
1043,Lake Allatoona Reservation,Holiday Marina,Bartow, , ,U.S. Army Corps of Engineers,Recreational Facility, ,50.7459699,{31FEA7B8-88DB-4717-8F6F-87CA434AEBDB},2022/04/05 20:15:49+00,Public
1044,Lake Allatoona Reservation,South Clark Creek Park,Bartow, , ,U.S. Army Corps of Engineers,Conservation, ,33.02663392,{42DAA779-8B74-445D-9307-6E46F2E942E7},2022/04/05 20:15:49+00,Public
1045,Lake Allatoona Reservation, ,Bartow, , ,U.S. Army Corps of Engineers,Recreational Facility, ,17.35839571,{5420B861-A7F0-49A3-9CCE-5D97115D6C1B},2022/04/05 20:15:49+00,Public
1046,Lake Allatoona Reservation,Lake Allatoona Campground,Cobb,Acworth,City of Acworth,City of Acworth,Recreational Facility, ,104.85803681,{3861FA33-BBCE-48B0-B0F9-F7F487826867},2022/04/05 20:15:49+00,Public
1047,Lake Allatoona Reservation, ,Cobb,Acworth,City of Acworth,City of Acworth,Recreational Facility, ,273.59503802,{AF4EA096-EF09-4F41-8750-5F575AC59945},2022/04/05 20:15:49+00,Public
1048,Lake Allatoona Reservation,McKinney Campground,Bartow, , ,U.S. Army Corps of Engineers,Recreational Facility, ,301.34754463,{DCCFBD2E-6F50-4FF5-A7C7-1626C283A769},2022/04/05 20:15:49+00,Public
1049,Lake Allatoona Reservation,Allatoona Battlefield,Cobb,Acworth,City of Acworth,City of Acworth,Recreational Facility, ,212.74811967,{E2C57D63-5657-4748-AAD8-4FD81F90EA6C},2022/04/05 20:15:49+00,Public
1050,Lake Allatoona Reservation,Sweetwater Creek Campground,Cherokee,Emerson,United States Army Corps of Engineers,Georgia Department of Natural Resources,Conservation, ,107.70961934,{004007D0-EDD4-471C-846B-75FA72A6EF5E},2022/04/05 20:15:49+00,Public
1051,Lake Allatoona Reservation, ,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,850.38949111,{4A6F1763-3895-430D-BDC3-98AF87DB3386},2022/04/05 20:15:49+00,Public
1052,Lake Allatoona Reservation, ,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,834.88507527,{00557126-EA7D-4A6E-AE05-DBF333FC2A52},2022/04/05 20:15:49+00,Public
1053,Lake Allatoona Reservation, ,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,176.36309964,{3EC21308-8871-457C-A2D4-506F2B638B5E},2022/04/05 20:15:49+00,Public
1054,Lake Allatoona Reservation, ,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,813.57076476,{6172B6E4-593A-4572-987B-8418FC3C697D},2022/04/05 20:15:49+00,Public
1055,Lake Allatoona Reservation,Fields Landing Park,Cherokee,Canton, ,U.S. Army Corps of Engineers,Public Park, ,199.71918233,{C566FF79-3443-4E73-A36F-8C76E2ECFE36},2022/04/05 20:15:49+00,Public
1056,Lake Allatoona Reservation, ,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,469.76688226,{C2F2DF2C-2F52-4388-85BD-B59AB7809026},2022/04/05 20:15:49+00,Public
1057,Lake Allatoona Reservation,Little River WMA - Blanket Creek Trails,Cherokee,Canton, ,U.S. Army Corps of Engineers,Conservation, ,355.81894081,{E685B92D-6756-4E8B-BF1F-AACCBAEDEFCE},2022/04/05 20:15:49+00,Public
1058,Lake Allatoona Reservation,Cushing Memorial Park,Cherokee,Canton, ,U.S. Army Corps of Engineers,Public Park, ,51.46163368,{0BA70324-C318-4078-BDC9-B906C32F4627},2022/04/05 20:15:49+00,Public
1059,Kennworth Park,Acworth Sports Complex,Cobb,Acworth, ,U.S. Army Corps of Engineers,Recreational Facility,Cobb County,124.12940659,{A36C3032-A8CC-4C70-B23C-E6C5D599B8A2},2022/04/05 20:15:49+00,Public
1060,DeCastro Nature Preserve,Arabia Mountain Heritage Area,Rockdale, , ,Rockdale County,Conservation, ,103.14676673,{34A46309-C425-4302-82E4-1ABC17D8BBA5},2022/04/13 23:10:53+00,Public
1065,DeKalb County Greenspace,Arabia Mountain Heritage Area,DeKalb,Lithonia,DeKalb County,DeKalb County,Conservation,GA DNR,0.5405454,{03AB9BA4-DF7E-4450-80E4-796853DCEF51},2022/04/14 20:54:56+00,Public
1066,Bartow County Greenspace I, ,Bartow,Fairmount,Bartow County,Bartow County,Conservation,GA DNR,298.90587055,{8BF756A4-EA50-4E8F-A8DC-F5CC6E752511},2022/04/14 20:54:56+00,Public
1070,Gwinnett County Greenspace, ,Gwinnett,Buford,Gwinnett County,Gwinnett County,Conservation, ,132.65270112,{B903AD10-F7FA-4B84-97A7-31C637945103},2022/04/14 20:54:56+00,Public
1071,Gwinnett County Greenspace, ,Gwinnett,Buford,Gwinnett County,Gwinnett County,Conservation, ,140.96602462,{BDABE9C9-8223-4649-9739-E6E814C6104F},2022/04/14 20:54:56+00,Public
1072,BUFORD GREENSPACE (HARRIS STREET), ,Gwinnett,Buford,BUFORD,City of Buford,Conservation, ,16.58871838,{F9BA42E7-A8E4-460C-80C1-78EB66CCA1EE},2022/04/05 20:15:49+00,Public
1073,DULUTH TOWN GREEN, ,Gwinnett,Duluth,DULUTH,City of Duluth,Public Park, ,1.74401591,{BC856D8B-D9B5-4D4E-A793-3BD98672D776},2022/04/05 20:15:49+00,Public
1074,TAYLOR MEMORIAL PARK, ,Gwinnett,Duluth,DULUTH,City of Duluth,Public Park, ,2.12076501,{01033CDC-1469-4A51-A79A-C943DE9CD615},2022/04/05 20:15:49+00,Public
1075,Barnett Park, ,Cherokee,Canton,Cherokee Park,Cherokee County,Public Park,Georgia Tech,24.54191335,{42E3F29F-FF4D-4CA4-BBD5-913B3378879D},2022/04/05 20:15:49+00,Public
1076,Kenney Askew Park, ,Cherokee,Canton,Cherokee County,Cherokee County,Recreational Facility,Georgia Tech,12.2974922,{5063A3AA-ADAB-4E57-B6A8-201CCC036B59},2022/04/05 20:15:49+00,Public
1077,Sequoyah Park, ,Cherokee,Holly Springs,Cherokee County,Cherokee County,Recreational Facility,Georgia Tech,43.22818767,{97019CBC-B28F-4766-B6A5-4A25B657C66E},2022/04/05 20:15:49+00,Public
1079,Bonanza Swimming Pool, ,Clayton,Lovejoy,Clayton County,Clayton County,Recreational Facility,Georgia Tech,0.31817405,{127756B5-86DC-46B4-BEE7-EE5186F291E6},2022/04/05 20:15:49+00,Public
1082,Kiwanis Field, ,Cherokee,Canton,City of Canton,City of Canton,Public Park, ,13.98211662,{947DAF63-5211-42B1-82E8-FA9F5E657E8D},2022/04/05 20:15:49+00,Public
1083,Hendrix Drive Elementary School, ,Clayton,Forest Park,Clayton County,Clayton County Board of Education,Public Park,Georgia Tech,15.03047986,{B0DDF800-955C-4E58-8B3D-28ABE6175098},2022/04/05 20:15:49+00,Public
1084,Newman Wetlands Center, ,Clayton,,Clayton County Water Authority,Clayton County Water Authority,Public Park,Georgia Tech,30.34539317,{A30DEF07-562C-4091-9558-A7761AE47AA6},2022/04/13 23:10:57+00,Public
1085,North Canton Park, ,Cherokee,Canton,Cherokee County,Cherokee County,Recreational Facility, ,6.04882192,{FD119E02-4B59-4849-A349-A0A06AE1DD0B},2022/04/05 20:15:49+00,Public
1086,Birmingham Park, ,Fulton,Milton,City of Milton,City of Milton,Recreational Facility,ESRI Parks_detail.shp,5.27116057,{EF72DAA8-F48C-4A1D-85E2-07255052BA4E},2022/04/05 20:15:49+00,Public
1087,Cobb County Greenspace V, ,Cobb,Marietta,Cobb County,Cobb County,Conservation,GA DNR,3.58843052,{0AE4B32C-22D4-4436-BB97-79337F737B94},2022/04/14 20:54:56+00,Public
1088,Lake City Greenspace, ,Clayton,Lake City,City of Lake City,City of Lake City,Conservation,Lake City - April 2006,2.51736302,{99FC3453-3CE9-46E1-8EE7-764F5ECC60D7},2022/04/14 20:54:56+00,Public
1089,Winder Lions Club Baseball Fields,Lion Club Baseball Fields,Barrow,Winder,Winder Lions Club,City of Winder,Recreational Facility,Barrow County GIS,12.03175886,{1BF8B0C5-CD06-4A30-96C2-CB5B7F680CB7},2022/04/05 20:15:49+00,Public
1090,Statham Little League Fields, ,Barrow,Statham,American Legion 163,City of Statham,Recreational Facility,Barrow County GIS - April 06,5.01434064,{9A43F556-D008-4CB2-AF2B-EF0E9963CFA9},2022/04/05 20:15:49+00,Public
1091,Winder-Barrow High School Baseball & Softball Complex,Winder Softball Complex,Barrow,Winder,Eagle Greens LTD,Barrow County Board of Education,Recreational Facility,Barrow GIS - April 2006,9.19921766,{C1093C87-D319-4829-B0FB-87D713DE002B},2022/04/05 20:15:50+00,Public
1092,J.R. Burel Pavilion, ,Barrow,Auburn,R & R Manufacturing,City of Auburn,Recreational Facility,Barrow County GIS - April 2006,1.81269952,{64373EC0-10F8-4937-9266-7E1CFBC53DAF},2022/04/05 20:15:50+00,Public
1093,Lake Kedron, ,Fayette,Peachtree City,City of Peachtree City,City of Peachtree City,Conservation,Peachtree City - GIS,256.86343131,{E561ACBC-1F63-4866-8101-3CCCD137C53B},2022/04/05 20:15:50+00,Public
1094,Kelly Park,Arabia Mountain Heritage Area,DeKalb,Lithonia, ,City of Lithonia,Conservation, ,0.74299681,{AE09BEC9-1FA9-4D65-A84F-27DF4116FAB4},2022/04/05 20:15:50+00,Public
1095,Austin Road Middle & Elementary School,Arabia Mountain Heritage Area,Henry, , ,Henry County Board of Education,Recreational Facility, ,100.9535412,{73568643-9FE0-4253-B64C-A4C328FE017A},2022/04/05 20:17:06+00,Public
1098,Panola Mountain State Park,Arabia Mountain Heritage Area,Rockdale, , ,Georgia Department of Natural Resources,Conservation, ,92.12683114,{9CDF9887-9E91-45D3-B2D8-F20530038ED0},2022/04/05 20:15:50+00,Public
1099,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,38.25602413,{79ACF377-3E2B-4CE6-ABC5-FE30E0638BC9},2022/04/05 20:15:50+00,Public
1100,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,49.26744829,{9B926F72-C06E-44D9-90B8-D0BDB056AF5A},2022/04/05 20:15:50+00,Public
1101,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,265.73279634,{6A83EBCC-D27E-4AA2-AA4F-C023FAFBAFFA},2022/04/05 20:15:50+00,Public
1102,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, dekalb county,359.05911945,{94E77E02-34B0-418E-BCF8-20DA10A8A674},2022/04/05 20:15:50+00,Public
1103,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,3.1699162,{8391C693-6548-42CD-BEA6-9E3EF1503E82},2022/04/05 20:15:50+00,Public
1104,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,8.24277099,{7C9383E8-C205-4FE7-B3D0-FBDD4A1D2F84},2022/04/05 20:15:50+00,Public
1105,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,4.23614821,{F5C24BF9-7C26-4173-928A-D35C2EFF1672},2022/04/05 20:15:50+00,Public
1106,Davidson-Arabia Nature Preserve,Arabia Mountain Heritage Area,DeKalb, , ,Arabia Mountain Heritage Area Alliance,Conservation, ,40.0462463,{C568A705-1098-4A5D-9881-60C738515CAA},2022/04/05 20:15:50+00,Public
1107,Rockdale Board of Education Property,Arabia Mountain Heritage Area,Rockdale, , ,Rockdale County Board of Education,Recreational Facility, ,97.15920425,{BC1C51EC-C8C8-4923-B7D1-17F3C043FCBF},2022/04/05 20:15:50+00,Public
1108,Peachtree Heights Park, ,Fulton,Atlanta,City of Atlanta,City of Atlanta,Public Park,Georgia Tech,7.44350558,{32C213A9-49CE-40A4-836C-6A3E30193434},2022/04/05 20:15:50+00,Public
1110,Fayette County Greenspace, ,Fayette,Fayetteville,Fayette County,Fayette County,Conservation,GA DNR,24.77989007,{9B182AFC-BB6B-4E7E-8D46-376364B7AFB5},2022/04/14 20:54:56+00,Public
1111,City of Woodstock Greenspace, ,Cherokee,Woodstock,City of Woodstock,City of Woodstock,Conservation,GA DNR,1.79308112,{22BD3A24-9C2C-4405-9D04-C0774B514865},2022/04/14 20:54:57+00,Public
1112,Barrow County Greenspace, ,Barrow,Winder,Barrow County,Barrow County,Conservation,GA DNR,9.69825675,{A5C74224-FCDA-4E69-8E31-CB8836483803},2022/04/14 20:54:57+00,Public
1113,Johnson Ferry Road North Greenspace, ,Fulton,Sandy Springs,City of Sandy Springs,City of Sandy Springs,Conservation,fulton county,3.68532766,{2BD4E83B-B17E-4BB6-BB8F-D0076F301C4D},2022/04/14 20:54:57+00,Public
1114,Cobb County Greenspace IV, ,Cobb,Marietta,Cobb County,Cobb County,Conservation,GA DNR,44.16565713,{F9422335-CD5E-4071-8FCE-6E6C00722E47},2022/04/14 20:54:57+00,Public
1115,Fountain Drive #1, ,Fulton,Atlanta,City of Atlanta,City of Atlanta,Public Park,GT_Atlanta Update 12-7-05,0.00929627,{A94C11C6-B44C-4EAE-BFC5-20782549FEB7},2022/04/05 20:15:50+00,Public
1116,Fountain Drive #2, ,Fulton,Atlanta,City of Atlanta,City of Atlanta,Public Park,GT_Atlanta Update 12-7-05,0.01585581,{9B913A0E-6B23-4AA1-AF1F-ACD7283C7999},2022/04/05 20:15:50+00,Public
1117,Adams Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Recreational Facility,Georgia Tech,27.07892251,{9614A5BE-E59B-4C43-AC2E-B598D1A01615},2022/04/05 20:15:50+00,Public
1118,Burrell Field, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Recreational Facility,Georgia Tech,4.87163001,{A05802E7-7173-4579-B9B3-713AB930D734},2022/04/05 20:15:50+00,Public
1119,Butlers Ridge Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.81936732,{01DE17FB-CF05-452B-91D1-387D006310D4},2022/04/05 20:15:50+00,Public
1120,Chalker Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Recreational Facility,Georgia Tech,0.46180967,{C84C773A-C32D-4155-9300-6452FF889F14},2022/04/05 20:15:50+00,Public
1121,City of Powder Springs Greenspace, ,Cobb,Powder Springs,City of Powder Springs,City of Powder Springs,Conservation,GA DNR,26.69784233,{E8BCEB21-637D-4224-A8E5-4B64B2BB7CB5},2022/04/14 20:54:57+00,Public
1122,Mary Scott, ,DeKalb,Chamblee,DeKalb County,DeKalb County,Conservation,GA DNR,10.63105731,{3F9A4B50-6B3C-435F-BB79-EAF9EF581ADC},2022/04/14 20:54:57+00,Public
1123,Allen Road Park,Allen Park,Fulton,Sandy Springs,City of Sandy Springs,City of Sandy Springs,Public Park,fulton county,3.04365867,{025E52BD-13D2-4789-BAEB-7C6E30AA0E07},2022/04/05 20:15:50+00,Public
1125,Campbell Middle School Sports Complex, ,Cobb,Smyrna,Cobb County Public Schools,Cobb County Board of Education,Recreational Facility,Georgia Tech,30.89708932,{A4FDBB5E-C50A-467F-8B50-78FEDA0B5E36},2022/04/05 20:15:50+00,Public
1126,Deerfield Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,1.53392443,{FE8F876B-AD14-4931-B684-1C4A32F7661F},2022/04/05 20:15:50+00,Public
1127,Fairfax Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,2.5088848,{A6930EE1-062C-43B5-BD09-B662A545EB4C},2022/04/05 20:15:50+00,Public
1128,Kennesaw Station Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.24664377,{67826A85-F94E-4D12-B044-48611DAC343C},2022/04/05 20:15:50+00,Public
1129,Pine Mountain Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.58473485,{2AF547D7-E95E-4CA9-8589-A6F276698098},2022/04/05 20:15:50+00,Public
1130,Shillings Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.49896042,{AA456401-AAF7-47A7-A5E6-6BCD4E0ACF69},2022/04/05 20:15:50+00,Public
1131,Tara Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.26406501,{13C61143-4D2D-46EF-BED1-7C3FCB8249CC},2022/04/05 20:15:50+00,Public
1132,Terry Lane Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.58676853,{7A922276-BBDB-4A22-9E9F-578AEFF83966},2022/04/05 20:15:50+00,Public
1133,Winchester Forest Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.53347922,{6ED238C6-75A5-4E90-8CD0-3416E149CC4A},2022/04/05 20:15:51+00,Public
1134,Woodland Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.56519819,{783C2D58-AFC8-42EF-B095-5EDBDECDA724},2022/04/05 20:15:51+00,Public
1135,Wrens Ridge Park, ,Cobb,Kennesaw,City of Kennesaw,City of Kennesaw,Public Park,Georgia Tech,0.35028504,{0C7A96CF-115D-4CC6-8712-E8ED42AFAB43},2022/04/05 20:15:51+00,Public
1136,Gwinnett County Greenspace, ,Gwinnett,Buford,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,14.33835922,{8FEA2608-1C51-460C-B31B-A6A4D72559CB},2022/04/14 20:54:57+00,Public
1137,Cobb County Greenspace, ,Cobb,Marietta,Cobb County,Cobb County,Conservation,DNR Conservation Lands,5.47784575,{0EC3D3C5-D454-48FB-BF4C-8A56F03A9FCE},2022/04/14 20:54:57+00,Public
1138,Cobb County Greenspace I, ,Cobb,Marietta,Cobb County,Cobb County,Conservation,GA DNR,8.35370997,{CCDA5693-8476-4D82-A8F0-773A88C5BED5},2022/04/14 20:54:57+00,Public
1139,Gwinnett County Greenspace, ,Gwinnett,Norcross,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,3.82169064,{E0EACF4D-8110-4074-9DF2-0C0D8D980795},2022/04/14 20:54:57+00,Public
1140,Gwinnett County Greenspace, ,Gwinnett,Norcross,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,4.51376225,{A2A57334-D2EA-4C29-BF94-8376E2AE1F3A},2022/04/14 20:54:57+00,Public
1142,Walton FH Greenspace, ,Walton,Social Circle,Walton County,Walton County,Conservation,DNR Conservation Lands,248.39148429,{45E64358-6300-4CD9-9C39-3F9280C9312C},2022/04/14 20:54:57+00,Public
1143,East Point Greenspace I, ,Fulton,East Point,City of East Point,City of East Point,Conservation,GA DNR,0.33483375,{72776E6F-8CB7-4140-A293-B6E16B0CECEE},2022/04/14 20:54:57+00,Public
1144,East Point Greenspace II, ,Fulton,East Point,City of East Point,City of East Point,Conservation,GA DNR,1.03022983,{585C783C-88EA-40E7-B3EC-D2EFD7AAEF32},2022/04/14 20:54:57+00,Public
1145,East Point Greenspace III, ,Fulton,East Point,City of East Point,City of East Point,Conservation,GA DNR,0.88043168,{6E002840-B655-41A2-9E56-86E0017F1C30},2022/04/14 20:54:57+00,Public
1146,Newton County Greenspace, ,Newton,Oxford,Newton County,Newton County,Conservation,GA DNR,36.93750595,{32C95A2F-172D-45EA-9ECE-32028FEB6A61},2022/04/14 20:54:57+00,Public
1147,Butner Road, ,Fulton,Union City,Fulton County,Fulton County,Conservation,fulton county,36.05545713,{550A93C4-EB01-4401-A105-07C483FE7780},2022/04/14 20:54:57+00,Public
1148,City of Fairburn Greenspace II, ,Fulton,Fairburn,City of Fairburn,City of Fairburn,Conservation,GA DNR,2.0889772,{7C5AF901-F61C-496F-A9B6-C6AB78C7056D},2022/04/14 20:54:57+00,Public
1150,Fayetteville greenspace, ,Fayette,Fayetteville, ,City of Fayetteville,Conservation,H2O Dept - April 2006,0.42292408,{63302DE1-50A7-4E8C-8CC3-2A47CB467EEF},2022/04/14 20:54:58+00,Public
1153,Lakeside on Redwine Community Open Space,Detention area,Fayette,Fayetteville, ,City of Fayetteville,Conservation,H2O Dept - April 2006,1.849529,{6EBDB573-7ED5-4E90-B653-7B005D9A5458},2022/04/14 20:54:58+00,Public
1155,Fayette County Greenspace, ,Fayette,Fayetteville,Fayette County,City of Fayetteville,Conservation,H20 Dept - April 2006,20.0561509,{BA420031-7560-4187-80FC-0F74ABEC1839},2022/04/14 20:54:58+00,Public
1157,Highland Park Neighborhood Assoc Open Space, ,Fayette,Fayetteville, ,City of Fayetteville,Conservation,H2O Dept - April 2006,0.77908033,{6A5D6D8E-708A-4266-97C3-8E38FC3C7272},2022/04/14 20:54:58+00,Public
1159,Riverdale Greenspace, ,Clayton,Riverdale,City of Riverdale,City of Riverdale,Conservation,GA DNR,15.57202153,{509EBF53-654F-48A9-96D6-30CD4015E33A},2022/04/14 20:54:58+00,Public
1160,Carrollton Greenspace I, ,Carroll,Carrollton,City of Carrollton,City of Carrollton,Conservation,GA DNR,26.52674868,{BE383561-DCB0-4DCD-BAAB-6C44DE4BF089},2022/04/14 20:54:58+00,Public
1161,City of Fairburn Greenspace I, ,Fulton,Fairburn,City of Fairburn,City of Fairburn,Conservation,GA DNR,2.93798743,{26858599-9267-43D5-B578-87EBA4598BF0},2022/04/14 20:54:58+00,Public
1162,Clayton County Greenspace, ,Clayton,Riverdale,Clayton County,Clayton County,Conservation,GA DNR,93.39945126,{F087CB40-9170-4ED6-944F-6425D14DCBED},2022/04/14 20:54:58+00,Public
1163,Keswick Park, ,DeKalb,Chamblee,Chamblee,City of Chamblee,Recreational Facility,Georgia Tech,48.47614754,{D4287D5E-7DCB-4F31-82BA-B50BB813B1D6},2022/04/05 20:15:51+00,Public
1165,Gwinnett County Greenspace, ,Gwinnett,Buford,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,8.8439979,{D0B971EC-C629-456F-87AC-AF8F0B1FE862},2022/04/14 20:54:58+00,Public
1166,Clayton County Greenspace, ,Clayton,Riverdale,Clayton County,Clayton County,Conservation,GA DNR,126.44248536,{01625717-26D4-4BDB-84A2-980C02AF24B6},2022/04/14 20:54:58+00,Public
1172,Stonebriar West Community Open Space, ,Fayette,Fayetteville, ,City of Fayetteville,Conservation,H2O Dept. - April 2006,1.53223903,{71741639-A895-42FF-8BBD-561046FA5A3C},2022/04/14 20:54:58+00,Public
1179,McDonough Elementary Track, ,Henry,McDonough,Henry County Board of Education,Henry County Board of Education,Recreational Facility,Georgia Tech,15.07137808,{63166A75-00DF-4B98-80D9-DB2860FAA638},2022/04/05 20:15:51+00,Public
1180,Nancy Guinn Public Library, ,Rockdale,Conyers,Rockdale County,Rockdale County,Public Park,Georgia Tech,7.02165167,{933334EC-4C5C-44C7-8921-D7CB6D52C545},2022/04/05 20:15:51+00,Public
1181,Dobbs Creek Park, ,Forsyth,Cumming,City of Cumming,City of Cumming,Public Park,Forsyth County,13.41499468,{3A0B62A9-AAC8-4013-8CC8-158BB64BFD82},2022/04/05 20:15:51+00,Public
1182,Mountain View Community Center, ,Cobb,Roswell,Cobb County,Cobb County,Recreational Facility,Georgia Tech,0.33098564,{94631184-1DF2-41FE-BEFC-591FEF87C18F},2022/04/05 20:15:51+00,Public
1183,Ashford Park, ,DeKalb,Chamblee,DeKalb County,DeKalb County,Recreational Facility,Dekalb County,3.64523164,{AADE3644-6F9C-4D55-9DF5-B4149549DB70},2022/04/05 20:15:51+00,Public
1184,Briarwood Recreation Center, ,DeKalb,Atlanta,DeKalb County,DeKalb County,Recreational Facility,Dekalb county,16.88622201,{AF68DFF9-615B-4954-BB1D-E959ACBD2C12},2022/04/05 20:15:51+00,Public
1185,Rehoboth School, ,DeKalb,Clarkston,DeKalb County,DeKalb County,Public Park,Georgia Tech,9.85009212,{EC0D8D6A-7B39-4799-9825-D35AEB9AC8C9},2022/04/05 20:15:51+00,Public
1187,Halpern Bernard Park, ,DeKalb,Doraville,Doraville,City of Doraville,Public Park,Georgia Tech,3.67834088,{B0A9118A-85A2-4E22-9443-D470ED827DF8},2022/04/05 20:15:51+00,Public
1188,Flowers Park,Doraville Municipal Complex,DeKalb,Doraville,Doraville,City of Doraville,Public Park,Georgia Tech,7.02136066,{1C215C8C-5807-4F67-9AE9-08EA1E994863},2022/04/05 20:15:51+00,Public
1189,Keith Park, ,Douglas,Douglasville,City of Douglasville,City of Douglasville,Public Park,ESRI Parks_detail.shp,4.53900015,{D6BB40F6-B90D-440E-9BD1-B382C7DC9B29},2022/04/05 20:15:51+00,Public
1191,Gwinnett County Greenspace, ,Gwinnett,Norcross,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,1.72116931,{BE79A577-FF23-4270-8853-751A830B687F},2022/04/14 20:54:58+00,Public
1192,Gwinnett County Greenspace, ,Gwinnett,Norcross,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,24.35603661,{8656492F-5D61-4EEA-9427-DC6A694E2209},2022/04/14 20:54:59+00,Public
1193,Gwinnett County Greenspace, ,Gwinnett,Norcross,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,8.18310734,{09FAFE94-6FF7-43E2-8D89-8D842371BE9A},2022/04/14 20:54:59+00,Public
1194,Powder Springs Greenspace I, ,Cobb,Powder Springs,City of Powder Springs,City of Powder Springs,Conservation,DNR Conservation Lands,29.36302617,{86804E41-152C-4384-90A0-72155F453843},2022/04/14 20:54:59+00,Public
1195,Paulding County Greenspace, ,Paulding,Hiram,Paulding County,Paulding County,Conservation,DNR Conservation Lands,15.24032,{04CF5CE3-18C6-4CFF-BFF4-770D2C84A4D8},2022/04/14 20:54:59+00,Public
1196,Gwinnett County Greenspace, ,Gwinnett,Snellville,Gwinnett County,Gwinnett County,Conservation,DNR Conservation Lands,44.26388708,{69D59846-794B-4AED-9105-16769AE1E923},2022/04/14 20:54:59+00,Public
1197,Huie Land Application Facility, ,Clayton,Lovejoy,Clayton County,Clayton County Water Authority,Conservation,henry county,4089.27612189,{254A09FF-018B-49C1-A995-3923CECA0280},2022/04/05 20:15:51+00,Public
1198,Tabernacle cemetery, ,Newton,Mansfield,Newton County,Newton County,Cemetery,newton county,1.4508899,{9583536C-9A38-480D-916F-B860D25AD718},2022/04/14 20:54:59+00,Public
1199,English Oak Park, ,DeKalb,Doraville,Doraville,City of Doraville,Public Park,ESRI Parks_detail.shp,2.14954428,{E22DD952-D122-49FD-9D36-DC5EA4888DF0},2022/04/05 20:15:51+00,Public
1200,Rex Park, ,Clayton,Stockbridge,Clayton County,Clayton County,Public Park,ESRI Parks_detail.shp,41.28433822,{86FDE8E1-9EF3-4CCC-A257-068086BD9CDF},2022/04/05 20:15:51+00,Public
1201,Newton County Greenspace, ,Newton,Covington,Newton County,Newton County,Conservation,GA DNR,29.43265237,{5EB7D48D-C3AA-4917-BDE4-A9487FBC7888},2022/04/14 20:54:59+00,Public
1202,Newton County Greenspace, ,Newton,Porterdale,Newton County,Newton County,Conservation,GA DNR,27.17294147,{8955A6CB-39A9-4407-A10B-EC5DEBF1B111},2022/04/14 20:54:59+00,Public
1204,Fulton County Greenspace V, ,Fulton,Palmetto,Fulton County,Fulton County,Conservation,GA DNR,102.49275443,{82853334-6156-44DD-A289-95B8BCA0CDEA},2022/04/14 20:54:59+00,Public
